age,gender,education_level,job_title,years_of_experience,salary,gender_encoded,education_level_encoded,job_title_encoded
38.0,Male,Master's Degree,Senior Human Resources Manager,11.0,110000.0,1,4,140
24.0,Female,Bachelor's Degree,Web Developer,1.0,45000.0,0,1,192
31.0,Male,High School,Junior Web Developer,4.0,55000.0,1,2,91
39.0,Female,PhD,Director of HR,13.0,130000.0,0,5,31
26.0,Male,Bachelor's Degree,Junior HR Generalist,2.0,50000.0,1,1,71
32.0,Female,Master's Degree,Senior HR Generalist,7.0,80000.0,0,4,136
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,1,1,91
24.0,Female,High School,Junior HR Generalist,1.0,32000.0,0,2,71
45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,1,5,140
29.0,Female,Master's Degree,Web Developer,4.0,65000.0,0,4,192
38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,1,1,136
27.0,Female,Master's Degree,Director of HR,5.0,80000.0,0,4,31
31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,0,2,70
42.0,Male,Master's Degree,Web Developer,10.0,110000.0,1,4,192
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,0,1,91
36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,1,4,136
28.0,Male,High School,Junior HR Generalist,1.0,32000.0,1,2,71
33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,0,1,192
46.0,Male,PhD,Director of HR,15.0,150000.0,1,5,31
25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,0,1,91
37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,0,4,140
30.0,Male,Master's Degree,Web Developer,4.0,65000.0,1,4,192
43.0,Female,PhD,Director of HR,14.0,140000.0,0,5,31
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,1,1,91
26.0,Female,High School,Junior HR Generalist,2.0,35000.0,0,2,71
41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,1,4,136
29.0,Female,Master's Degree,Web Developer,5.0,70000.0,0,4,192
35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,1,1,192
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,0,2,70
40.0,Male,PhD,Director of HR,13.0,135000.0,1,5,31
23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,0,1,91
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,1,4,136
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,1,2,71
44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,0,5,140
28.0,Male,Master's Degree,Web Developer,3.0,55000.0,1,4,192
32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,0,1,91
45.0,Male,Master's Degree,Director of HR,14.0,140000.0,1,4,31
26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0,0,1,192
38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,1,5,140
27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,0,4,136
33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,1,2,70
42.0,Female,Master's Degree,Director of HR,13.0,135000.0,0,4,31
29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,1,1,91
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,0,4,192
30.0,Male,High School,Junior HR Generalist,1.0,32000.0,1,2,71
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,0,5,140
34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,1,1,192
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,0,4,71
37.0,Male,PhD,Director of HR,12.0,120000.0,1,5,31
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,0,1,91
39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,1,4,136
44.0,Female,PhD,Director of HR,14.0,140000.0,0,5,31
28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,1,1,192
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,0,4,140
45.0,Male,PhD,Director of HR,13.0,135000.0,1,5,31
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,1,4,136
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,0,2,71
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,1,1,192
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,0,4,31
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,1,4,140
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,1,2,70
37.0,Male,PhD,Director of HR,11.0,115000.0,1,5,31
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,0,1,192
44.0,Female,PhD,Director of HR,13.0,135000.0,0,5,31
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,1,1,192
45.0,Male,PhD,Director of HR,14.0,140000.0,1,5,31
28.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,1,1,177
37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,0,4,97
43.0,Male,PhD,Data Scientist,15.0,150000.0,1,5,20
31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,0,1,50
24.0,Male,High School,Junior Sales Associate,1.0,30000.0,1,2,83
29.0,Female,Master's Degree,Software Developer,5.0,70000.0,0,4,176
35.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,1,1,103
26.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,0,4,95
42.0,Male,PhD,Data Scientist,12.0,130000.0,1,5,20
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,0,1,52
27.0,Male,High School,Junior Sales Associate,2.0,35000.0,1,2,83
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,0,4,97
30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,1,1,177
45.0,Male,PhD,Data Scientist,18.0,180000.0,1,5,20
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,0,1,87
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,0,4,52
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,1,1,103
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,0,2,83
44.0,Male,PhD,Data Scientist,16.0,160000.0,1,5,20
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,1,1,176
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,0,4,95
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,1,1,103
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,0,4,50
42.0,Male,PhD,Data Scientist,13.0,140000.0,1,5,20
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,1,2,83
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,0,4,97
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,1,1,177
27.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,1,1,177
38.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,0,4,97
44.0,Male,PhD,Data Scientist,15.0,150000.0,1,5,20
30.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,0,1,50
23.0,Male,High School,Junior Sales Associate,1.0,30000.0,1,2,83
28.0,Female,Master's Degree,Software Developer,5.0,70000.0,0,4,176
34.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,1,1,103
25.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,0,4,95
41.0,Male,PhD,Data Scientist,12.0,130000.0,1,5,20
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,0,1,52
26.0,Male,High School,Junior Sales Associate,2.0,35000.0,1,2,83
37.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,0,4,97
29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,1,1,177
46.0,Male,PhD,Data Scientist,18.0,180000.0,1,5,20
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,0,1,87
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,0,4,52
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,1,1,103
28.0,Female,High School,Junior Sales Associate,1.0,30000.0,0,2,83
43.0,Male,PhD,Data Scientist,16.0,160000.0,1,5,20
27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,1,1,176
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,0,4,95
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,1,1,103
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,0,4,50
41.0,Male,PhD,Data Scientist,13.0,140000.0,1,5,20
24.0,Male,Bachelor's Degree,Software Engineer,2.0,55000.0,1,1,177
32.0,Female,Master's Degree,Marketing Manager,7.0,90000.0,0,4,97
45.0,Male,PhD,Data Scientist,16.0,160000.0,1,5,20
28.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,60000.0,0,1,50
22.0,Male,High School,Junior Sales Associate,1.0,25000.0,1,2,83
36.0,Male,Bachelor's Degree,Operations Manager,8.0,100000.0,1,1,103
27.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,45000.0,0,1,95
42.0,Male,PhD,Data Scientist,14.0,140000.0,1,5,20
25.0,Male,High School,Junior Sales Associate,2.0,30000.0,1,2,83
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,0,4,97
47.0,Male,PhD,Data Scientist,19.0,190000.0,1,5,20
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,0,4,52
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,1,1,103
29.0,Female,High School,Junior Sales Associate,1.0,25000.0,0,2,83
28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,1,1,176
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,0,4,95
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,1,1,103
26.0,Male,High School,Junior Sales Associate,2.0,30000.0,1,2,83
31.0,Male,Bachelor's Degree,Software Engineer,5.0,80000.0,1,1,177
27.0,Female,Master's Degree,Marketing Manager,3.0,60000.0,0,4,97
38.0,Male,PhD,Data Scientist,12.0,130000.0,1,5,20
29.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000.0,0,1,50
23.0,Male,High School,Junior Sales Associate,1.0,25000.0,1,2,83
32.0,Female,Master's Degree,Software Developer,7.0,90000.0,0,4,176
44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0,1,1,103
26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0,0,1,95
40.0,Male,PhD,Data Scientist,15.0,150000.0,1,5,20
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,0,1,52
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,1,2,83
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,0,4,97
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,1,1,177
49.0,Male,PhD,Data Scientist,22.0,220000.0,1,5,20
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,0,1,87
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,0,4,52
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,1,1,103
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,0,2,83
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,1,1,176
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,0,4,95
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,1,1,103
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,0,4,50
34.0,Male,Bachelor's Degree,Software Engineer,6.0,85000.0,1,1,177
31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0,0,4,97
41.0,Male,PhD,Data Scientist,13.0,138000.0,1,5,20
27.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,0,1,50
25.0,Male,High School,Junior Sales Associate,1.0,26000.0,1,2,83
33.0,Female,Master's Degree,Software Developer,8.0,95000.0,0,4,176
45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0,1,1,103
28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0,0,1,95
42.0,Male,PhD,Data Scientist,16.0,162000.0,1,5,20
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,0,1,52
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,1,2,83
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,0,4,97
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,1,1,177
50.0,Male,PhD,Data Scientist,23.0,225000.0,1,5,20
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,0,1,87
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,0,4,52
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,1,1,103
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,0,2,83
44.0,Male,PhD,Data Scientist,17.0,168000.0,1,5,20
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,1,1,176
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,0,4,95
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,1,1,103
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,0,4,50
43.0,Male,PhD,Data Scientist,16.0,162000.0,1,5,20
32.0,Female,Master's Degree,Software Developer,8.0,95000.0,0,4,176
24.0,Male,High School,Junior Sales Associate,1.0,26000.0,1,2,83
31.0,Female,Master's Degree,Marketing Manager,5.0,68000.0,0,4,97
39.0,Male,Bachelor's Degree,Operations Manager,13.0,127000.0,1,1,103
25.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,0,1,50
41.0,Male,PhD,Data Scientist,15.0,155000.0,1,5,20
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,0,1,52
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,1,2,83
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,0,4,97
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,1,1,177
51.0,Male,PhD,Data Scientist,24.0,240000.0,1,5,20
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,0,1,87
44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,0,4,52
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,1,1,103
30.0,Female,High School,Junior Sales Associate,1.0,26000.0,0,2,83
45.0,Male,PhD,Data Scientist,19.0,190000.0,1,5,20
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,1,1,176
41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,0,4,95
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,1,1,103
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,0,4,50
44.0,Male,PhD,Data Scientist,18.0,182000.0,1,5,20
27.0,Male,Bachelor's Degree,Software Developer,3.0,62000.0,1,1,176
42.0,Female,Master's Degree,Marketing Manager,16.0,137000.0,0,4,97
35.0,Male,PhD,Data Scientist,9.0,112000.0,1,5,20
33.0,Male,High School,Junior Sales Associate,1.0,25000.0,1,2,83
36.0,Female,Bachelor's Degree,Operations Manager,7.0,91000.0,0,1,103
43.0,Male,PhD,Data Scientist,17.0,179000.0,1,5,20
31.0,Female,Bachelor's Degree,Software Engineer,5.0,74000.0,0,1,177
49.0,Male,Master's Degree,Marketing Manager,23.0,228000.0,1,4,97
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0,0,1,87
45.0,Female,PhD,Data Scientist,19.0,193000.0,0,5,20
30.0,Female,High School,Junior Sales Associate,1.0,25000.0,0,2,83
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,1,4,97
27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0,0,1,176
41.0,Male,PhD,Data Scientist,15.0,157000.0,1,5,20
35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0,0,4,52
26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0,1,1,177
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0,0,1,95
48.0,Male,PhD,Data Scientist,22.0,219000.0,1,5,20
32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0,0,4,97
34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0,1,1,103
31.0,Female,High School,Junior Sales Associate,1.0,25000.0,0,2,83
44.0,Female,PhD,Data Scientist,18.0,183000.0,0,5,20
31.0,Female,Master's Degree,Director of HR,6.0,95000.0,0,4,31
28.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,1,1,91
29.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,0,4,136
35.0,Male,PhD,Senior Human Resources Manager,10.0,110000.0,1,5,140
26.0,Female,High School,Web Developer,1.0,35000.0,0,2,192
32.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0,1,1,71
27.0,Female,Master's Degree,Web Developer,2.0,50000.0,0,4,192
39.0,Male,Master's Degree,Director of HR,12.0,120000.0,1,4,31
23.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,0,1,71
30.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,1,1,192
26.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,35000.0,0,1,70
42.0,Male,PhD,Senior Human Resources Manager,14.0,130000.0,1,5,140
34.0,Female,Master's Degree,Director of HR,9.0,95000.0,0,4,31
28.0,Male,High School,Juniour HR Generalist,2.0,43000.0,1,2,93
31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,50000.0,0,1,70
29.0,Male,Bachelor's Degree,Web Developer,3.0,60000.0,1,1,192
35.0,Female,Master's Degree,Senior HR Generalist,8.0,80000.0,0,4,136
26.0,Male,Master's Degree,Junior Web Developer,2.0,48000.0,1,4,91
40.0,Female,PhD,Director of HR,13.0,125000.0,0,5,31
34.0,Male,Bachelor's Degree,Web Developer,7.0,85000.0,1,1,192
26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0,0,1,71
29.0,Male,Master's Degree,Senior HR Generalist,4.0,70000.0,1,4,136
25.0,Female,High School,Juniour HR Coordinator,1.0,32000.0,0,2,92
33.0,Male,Master's Degree,Web Developer,6.0,80000.0,1,4,192
27.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0,0,1,71
31.0,Male,PhD,Senior Human Resources Manager,7.0,90000.0,1,5,140
24.0,Male,Bachelor's Degree,Junior Web Developer,1.0,40000.0,1,1,91
42.0,Female,Master's Degree,Senior HR Generalist,12.0,110000.0,0,4,136
34.0,Male,Master's Degree,Director of HR,10.0,105000.0,1,4,31
28.0,Female,Bachelor's Degree,Junior HR Generalist,3.0,50000.0,0,1,71
33.0,Male,PhD,Director of HR,8.0,95000.0,1,5,31
29.0,Female,Bachelor's Degree,Web Developer,3.0,60000.0,0,1,192
25.0,Male,High School,Junior HR Generalist,2.0,40000.0,1,2,71
26.0,Female,Master's Degree,Senior HR Generalist,2.0,55000.0,0,4,136
30.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,1,1,192
24.0,Female,High School,Juniour HR Coordinator,1.0,32000.0,0,2,92
31.0,Male,Master's Degree,Director of HR,7.0,90000.0,1,4,31
27.0,Female,Bachelor's Degree,Web Developer,2.0,50000.0,0,1,192
26.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,0,1,71
32.0,Male,Master's Degree,Web Developer,6.0,80000.0,1,4,192
25.0,Male,High School,Web Developer,2.0,45000.0,1,2,192
33.0,Female,Bachelor's Degree,Junior HR Generalist,7.0,65000.0,0,1,71
27.0,Male,Master's Degree,Web Developer,2.0,50000.0,1,4,192
28.0,Female,Bachelor's Degree,Junior HR Coordinator,3.0,45000.0,0,1,70
34.0,Male,PhD,Director of HR,9.0,95000.0,1,5,31
30.0,Female,Bachelor's Degree,Web Developer,4.0,65000.0,0,1,192
26.0,Male,Bachelor's Degree,Junior HR Coordinator,2.0,38000.0,1,1,70
42.0,Female,Master's Degree,Senior Human Resources Manager,13.0,125000.0,0,4,140
34.0,Male,Master's Degree,Web Developer,8.0,90000.0,1,4,192
28.0,Female,High School,Juniour HR Generalist,2.0,43000.0,0,2,93
31.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0,1,1,71
29.0,Female,Master's Degree,Web Developer,3.0,60000.0,0,4,192
26.0,Female,Bachelor's Degree,Web Developer,1.0,35000.0,0,1,192
32.0,Male,Master's Degree,Director of HR,6.0,95000.0,1,4,31
27.0,Female,Master's Degree,Junior HR Generalist,2.0,42000.0,0,4,71
39.0,Male,Master's Degree,Senior HR Generalist,11.0,100000.0,1,4,136
23.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,32000.0,0,1,70
42.0,Male,PhD,Director of HR,14.0,130000.0,1,5,31
28.0,Male,High School,Junior Web Developer,2.0,43000.0,1,2,91
25.0,Female,High School,Junior HR Coordinator,1.0,32000.0,0,2,70
31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,500.0,0,1,70
27.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,0,1,88
33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0,1,4,130
29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0,0,1,95
31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0,1,1,74
38.0,Female,PhD,Senior Research Scientist,12.0,140000.0,0,5,162
25.0,Male,High School,Junior Sales Associate,1.0,30000.0,1,2,83
32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,0,4,169
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0,1,1,64
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,0,1,74
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0,1,5,162
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,0,1,88
28.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,0,1,88
36.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,1,4,130
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,0,1,95
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,1,1,74
39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,0,5,162
26.0,Male,High School,Junior Sales Associate,2.0,31000.0,1,2,83
33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,0,4,169
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,1,1,64
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,0,1,74
36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,1,5,162
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,0,1,88
34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,1,4,130
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,1,1,157
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,0,4,97
34.0,Male,PhD,Director of Marketing,12.0,170000.0,1,5,34
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,1,1,117
24.0,Female,High School,Sales Associate,1.0,30000.0,0,2,116
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,1,1,24
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,0,4,10
33.0,Male,PhD,Sales Director,10.0,155000.0,1,5,117
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,0,2,84
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,1,1,119
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,0,1,97
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,1,4,42
28.0,Female,PhD,Director of Marketing,6.0,105000.0,0,5,34
22.0,Female,High School,Sales Associate,0.0,25000.0,0,2,116
45.0,Male,Bachelor's Degree,Financial Manager,21.0,250000.0,1,1,42
31.0,Female,Master's Degree,Content Marketing Manager,8.0,120000.0,0,4,10
28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,80000.0,1,1,24
29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0,1,1,157
35.0,Female,PhD,Director of Marketing,12.0,170000.0,0,5,34
27.0,Male,High School,Sales Representative,3.0,50000.0,1,2,121
33.0,Female,Bachelor's Degree,Marketing Manager,9.0,140000.0,0,1,97
25.0,Female,Bachelor's Degree,Marketing Manager,2.0,55000.0,0,1,97
29.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,0,4,10
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,1,1,177
39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,0,4,97
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,1,1,41
31.0,Female,PhD,Research Scientist,8.0,120000.0,0,5,115
35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,1,1,110
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,0,1,46
42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,1,4,169
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,0,1,25
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,1,1,97
24.0,Female,High School,Sales Associate,0.0,25000.0,0,2,116
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,1,4,41
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,0,1,174
32.0,Male,PhD,Data Scientist,9.0,140000.0,1,5,20
22.0,Female,High School,Receptionist,0.0,25000.0,0,2,112
37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,1,1,107
38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,0,4,96
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,1,1,88
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,0,1,95
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,1,1,106
34.0,Female,PhD,Research Director,10.0,150000.0,0,5,114
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,1,1,94
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,0,4,42
26.0,Female,Bachelor's Degree,Social M,7.0,115000.0,0,1,172
28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,1,1,177
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,0,4,96
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,1,1,41
29.0,Female,PhD,Data Scientist,5.0,100000.0,0,5,20
33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,1,1,110
43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,1,4,169
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,0,1,25
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,1,1,97
25.0,Female,High School,Sales Associate,0.0,25000.0,0,2,116
31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,1,4,41
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,0,1,174
33.0,Male,PhD,Research Scientist,10.0,150000.0,1,5,115
23.0,Female,High School,Receptionist,0.0,25000.0,0,2,112
38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,1,1,107
39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,0,4,97
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,1,1,88
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,0,1,95
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,1,1,106
